lemma,enlemma,verbnoun,lang,zipf,tier,freq_rank,cell_id,construction,tense,person,probed_person,probed_number,particle,requires_soft_mutation,aux_lemma,aux_gold,aux_gold_alts,gold,gold_alts,match_forms,seed,experiment
huno,sleep,huno,cy,4.271,high,557,periphrastic_past_1p,periphrastic,past,1p,1st,plural,,True,gwneud,gwnaethom,,huno,,gwnaethom|huno,43,welsh_transfer_ood
huno,sleep,huno,cy,4.271,high,557,periphrastic_past_2p,periphrastic,past,2p,2nd,plural,,True,gwneud,gwnaethoch,gwnaesoch,huno,,gwnaethoch|gwnaesoch|huno,43,welsh_transfer_ood
huno,sleep,huno,cy,4.271,high,557,periphrastic_past_3p,periphrastic,past,3p,3rd,plural,,True,gwneud,gwnaethon,gwnaethant|naethon,huno,,gwnaethon|gwnaethant|naethon|huno,43,welsh_transfer_ood
huno,sleep,huno,cy,4.271,high,557,periphrastic_imperfect_1s,periphrastic,imperfect,1s,1st,singular,yn,False,bod,roeddwn,oeddwn|o'n|oeddaf|yn_doeddwn,huno,,roeddwn|oeddwn|o'n|oeddaf|yn_doeddwn|huno,43,welsh_transfer_ood
huno,sleep,huno,cy,4.271,high,557,periphrastic_imperfect_2s,periphrastic,imperfect,2s,2nd,singular,yn,False,bod,oeddet,oeddit|roeddet|oedda|oedde,huno,,oeddet|oeddit|roeddet|oedda|oedde|huno,43,welsh_transfer_ood
huno,sleep,huno,cy,4.271,high,557,periphrastic_imperfect_3s,periphrastic,imperfect,3s,3rd,singular,yn,False,bod,roedd,oedd|ydoedd|yn_doedd,huno,,roedd|oedd|ydoedd|yn_doedd|huno,43,welsh_transfer_ood
huno,sleep,huno,cy,4.271,high,557,periphrastic_imperfect_1p,periphrastic,imperfect,1p,1st,plural,yn,False,bod,roeddem,oeddem|oeddan,huno,,roeddem|oeddem|oeddan|huno,43,welsh_transfer_ood
huno,sleep,huno,cy,4.271,high,557,periphrastic_imperfect_2p,periphrastic,imperfect,2p,2nd,plural,yn,False,bod,roeddech,oeddech|yn_doeddech,huno,,roeddech|oeddech|yn_doeddech|huno,43,welsh_transfer_ood
huno,sleep,huno,cy,4.271,high,557,periphrastic_imperfect_3p,periphrastic,imperfect,3p,3rd,plural,yn,False,bod,roedden,oeddent|oeddynt|yn_doedden,huno,,roedden|oeddent|oeddynt|yn_doedden|huno,43,welsh_transfer_ood
huno,sleep,huno,cy,4.271,high,557,periphrastic_future_1s,periphrastic,future,1s,1st,singular,yn,False,bod,byddaf,bydda,huno,,byddaf|bydda|huno,43,welsh_transfer_ood
huno,sleep,huno,cy,4.271,high,557,periphrastic_future_2s,periphrastic,future,2s,2nd,singular,yn,False,bod,byddi,,huno,,byddi|huno,43,welsh_transfer_ood
huno,sleep,huno,cy,4.271,high,557,periphrastic_future_3s,periphrastic,future,3s,3rd,singular,yn,False,bod,bydd,,huno,,bydd|huno,43,welsh_transfer_ood
huno,sleep,huno,cy,4.271,high,557,periphrastic_future_1p,periphrastic,future,1p,1st,plural,yn,False,bod,byddwn,,huno,,byddwn|huno,43,welsh_transfer_ood
huno,sleep,huno,cy,4.271,high,557,periphrastic_future_2p,periphrastic,future,2p,2nd,plural,yn,False,bod,byddwch,,huno,,byddwch|huno,43,welsh_transfer_ood
huno,sleep,huno,cy,4.271,high,557,periphrastic_future_3p,periphrastic,future,3p,3rd,plural,yn,False,bod,byddan,byddant,huno,,byddan|byddant|huno,43,welsh_transfer_ood
goresgyn,overcome,goresgyn,cy,4.136,high,668,synthetic_present_1s,synthetic,present,1s,1st,singular,,False,,,,goresgynnaf,,goresgynnaf,43,welsh_transfer_ood
goresgyn,overcome,goresgyn,cy,4.136,high,668,synthetic_present_2s,synthetic,present,2s,2nd,singular,,False,,,,goresgynni,,goresgynni,43,welsh_transfer_ood
goresgyn,overcome,goresgyn,cy,4.136,high,668,synthetic_present_3s,synthetic,present,3s,3rd,singular,,False,,,,goresgyn,,goresgyn,43,welsh_transfer_ood
goresgyn,overcome,goresgyn,cy,4.136,high,668,synthetic_present_1p,synthetic,present,1p,1st,plural,,False,,,,goresgynnwn,,goresgynnwn,43,welsh_transfer_ood
goresgyn,overcome,goresgyn,cy,4.136,high,668,synthetic_present_2p,synthetic,present,2p,2nd,plural,,False,,,,goresgynnwch,,goresgynnwch,43,welsh_transfer_ood
goresgyn,overcome,goresgyn,cy,4.136,high,668,synthetic_present_3p,synthetic,present,3p,3rd,plural,,False,,,,goresgynnan,goresgynnant,goresgynnan|goresgynnant,43,welsh_transfer_ood
goresgyn,overcome,goresgyn,cy,4.136,high,668,synthetic_past_1s,synthetic,past,1s,1st,singular,,False,,,,goresgynnais,,goresgynnais,43,welsh_transfer_ood
goresgyn,overcome,goresgyn,cy,4.136,high,668,synthetic_past_2s,synthetic,past,2s,2nd,singular,,False,,,,goresgynnaist,,goresgynnaist,43,welsh_transfer_ood
goresgyn,overcome,goresgyn,cy,4.136,high,668,synthetic_past_3s,synthetic,past,3s,3rd,singular,,False,,,,goresgynnodd,,goresgynnodd,43,welsh_transfer_ood
goresgyn,overcome,goresgyn,cy,4.136,high,668,synthetic_past_1p,synthetic,past,1p,1st,plural,,False,,,,goresgynnon,goresgynasom|goresgynsom,goresgynnon|goresgynasom|goresgynsom,43,welsh_transfer_ood
goresgyn,overcome,goresgyn,cy,4.136,high,668,synthetic_past_2p,synthetic,past,2p,2nd,plural,,False,,,,goresgynnoch,goresgynasoch|goresgynsoch,goresgynnoch|goresgynasoch|goresgynsoch,43,welsh_transfer_ood
goresgyn,overcome,goresgyn,cy,4.136,high,668,synthetic_past_3p,synthetic,past,3p,3rd,plural,,False,,,,goresgynnon,goresgynasant|goresgynson,goresgynnon|goresgynasant|goresgynson,43,welsh_transfer_ood
goresgyn,overcome,goresgyn,cy,4.136,high,668,synthetic_imperfect_1s,synthetic,imperfect,1s,1st,singular,,False,,,,goresgynnwn,,goresgynnwn,43,welsh_transfer_ood
goresgyn,overcome,goresgyn,cy,4.136,high,668,synthetic_imperfect_2s,synthetic,imperfect,2s,2nd,singular,,False,,,,goresgynnet,goresgynnit,goresgynnet|goresgynnit,43,welsh_transfer_ood
goresgyn,overcome,goresgyn,cy,4.136,high,668,synthetic_imperfect_3s,synthetic,imperfect,3s,3rd,singular,,False,,,,goresgynnai,,goresgynnai,43,welsh_transfer_ood
goresgyn,overcome,goresgyn,cy,4.136,high,668,synthetic_imperfect_1p,synthetic,imperfect,1p,1st,plural,,False,,,,goresgynnem,,goresgynnem,43,welsh_transfer_ood
goresgyn,overcome,goresgyn,cy,4.136,high,668,synthetic_imperfect_2p,synthetic,imperfect,2p,2nd,plural,,False,,,,goresgynnech,,goresgynnech,43,welsh_transfer_ood
goresgyn,overcome,goresgyn,cy,4.136,high,668,synthetic_imperfect_3p,synthetic,imperfect,3p,3rd,plural,,False,,,,goresgynnent,,goresgynnent,43,welsh_transfer_ood
goresgyn,overcome,goresgyn,cy,4.136,high,668,periphrastic_present_1s,periphrastic,present,1s,1st,singular,yn,False,bod,rwyf,wyf|ydwyf|dw|ydw|rwy,goresgyn,,rwyf|wyf|ydwyf|dw|ydw|rwy|goresgyn,43,welsh_transfer_ood
goresgyn,overcome,goresgyn,cy,4.136,high,668,periphrastic_present_2s,periphrastic,present,2s,2nd,singular,yn,False,bod,rwyt,wyt|ydwyt,goresgyn,,rwyt|wyt|ydwyt|goresgyn,43,welsh_transfer_ood
goresgyn,overcome,goresgyn,cy,4.136,high,668,periphrastic_present_3s,periphrastic,present,3s,3rd,singular,yn,False,bod,mae,ydyw|yw|ydy|yn_dydy|ydi,goresgyn,,mae|ydyw|yw|ydy|yn_dydy|ydi|goresgyn,43,welsh_transfer_ood
goresgyn,overcome,goresgyn,cy,4.136,high,668,periphrastic_present_1p,periphrastic,present,1p,1st,plural,yn,False,bod,rydym,ydym|ŷm|dan|ydan|yn_dydan,goresgyn,,rydym|ydym|ŷm|dan|ydan|yn_dydan|goresgyn,43,welsh_transfer_ood
goresgyn,overcome,goresgyn,cy,4.136,high,668,periphrastic_present_2p,periphrastic,present,2p,2nd,plural,yn,False,bod,rydych,ych|ydych|dach|dych|ydach|yn_dydach,goresgyn,,rydych|ych|ydych|dach|dych|ydach|yn_dydach|goresgyn,43,welsh_transfer_ood
goresgyn,overcome,goresgyn,cy,4.136,high,668,periphrastic_present_3p,periphrastic,present,3p,3rd,plural,yn,False,bod,maen,maent|rydyn|rydynt|ydynt|ŷnt|ydyn|yn_dydyn|dyn,goresgyn,,maen|maent|rydyn|rydynt|ydynt|ŷnt|ydyn|yn_dydyn|dyn|goresgyn,43,welsh_transfer_ood
goresgyn,overcome,goresgyn,cy,4.136,high,668,periphrastic_past_1s,periphrastic,past,1s,1st,singular,,True,gwneud,gwnes,gwneuthum|gwnaes|gwnesaf,oresgyn,goresgyn,gwnes|gwneuthum|gwnaes|gwnesaf|oresgyn|goresgyn,43,welsh_transfer_ood
goresgyn,overcome,goresgyn,cy,4.136,high,668,periphrastic_past_2s,periphrastic,past,2s,2nd,singular,,True,gwneud,gwnêst,gwnaethost|gwnest,oresgyn,goresgyn,gwnêst|gwnaethost|gwnest|oresgyn|goresgyn,43,welsh_transfer_ood
goresgyn,overcome,goresgyn,cy,4.136,high,668,periphrastic_past_3s,periphrastic,past,3s,3rd,singular,,True,gwneud,nath,gwnaeth,oresgyn,goresgyn,nath|gwnaeth|oresgyn|goresgyn,43,welsh_transfer_ood
goresgyn,overcome,goresgyn,cy,4.136,high,668,periphrastic_past_1p,periphrastic,past,1p,1st,plural,,True,gwneud,gwnaethom,,oresgyn,goresgyn,gwnaethom|oresgyn|goresgyn,43,welsh_transfer_ood
goresgyn,overcome,goresgyn,cy,4.136,high,668,periphrastic_past_2p,periphrastic,past,2p,2nd,plural,,True,gwneud,gwnaethoch,gwnaesoch,oresgyn,goresgyn,gwnaethoch|gwnaesoch|oresgyn|goresgyn,43,welsh_transfer_ood
goresgyn,overcome,goresgyn,cy,4.136,high,668,periphrastic_past_3p,periphrastic,past,3p,3rd,plural,,True,gwneud,gwnaethon,gwnaethant|naethon,oresgyn,goresgyn,gwnaethon|gwnaethant|naethon|oresgyn|goresgyn,43,welsh_transfer_ood
goresgyn,overcome,goresgyn,cy,4.136,high,668,periphrastic_imperfect_1s,periphrastic,imperfect,1s,1st,singular,yn,False,bod,roeddwn,oeddwn|o'n|oeddaf|yn_doeddwn,goresgyn,,roeddwn|oeddwn|o'n|oeddaf|yn_doeddwn|goresgyn,43,welsh_transfer_ood
goresgyn,overcome,goresgyn,cy,4.136,high,668,periphrastic_imperfect_2s,periphrastic,imperfect,2s,2nd,singular,yn,False,bod,oeddet,oeddit|roeddet|oedda|oedde,goresgyn,,oeddet|oeddit|roeddet|oedda|oedde|goresgyn,43,welsh_transfer_ood
goresgyn,overcome,goresgyn,cy,4.136,high,668,periphrastic_imperfect_3s,periphrastic,imperfect,3s,3rd,singular,yn,False,bod,roedd,oedd|ydoedd|yn_doedd,goresgyn,,roedd|oedd|ydoedd|yn_doedd|goresgyn,43,welsh_transfer_ood
goresgyn,overcome,goresgyn,cy,4.136,high,668,periphrastic_imperfect_1p,periphrastic,imperfect,1p,1st,plural,yn,False,bod,roeddem,oeddem|oeddan,goresgyn,,roeddem|oeddem|oeddan|goresgyn,43,welsh_transfer_ood
goresgyn,overcome,goresgyn,cy,4.136,high,668,periphrastic_imperfect_2p,periphrastic,imperfect,2p,2nd,plural,yn,False,bod,roeddech,oeddech|yn_doeddech,goresgyn,,roeddech|oeddech|yn_doeddech|goresgyn,43,welsh_transfer_ood
goresgyn,overcome,goresgyn,cy,4.136,high,668,periphrastic_imperfect_3p,periphrastic,imperfect,3p,3rd,plural,yn,False,bod,roedden,oeddent|oeddynt|yn_doedden,goresgyn,,roedden|oeddent|oeddynt|yn_doedden|goresgyn,43,welsh_transfer_ood
goresgyn,overcome,goresgyn,cy,4.136,high,668,periphrastic_future_1s,periphrastic,future,1s,1st,singular,yn,False,bod,byddaf,bydda,goresgyn,,byddaf|bydda|goresgyn,43,welsh_transfer_ood
goresgyn,overcome,goresgyn,cy,4.136,high,668,periphrastic_future_2s,periphrastic,future,2s,2nd,singular,yn,False,bod,byddi,,goresgyn,,byddi|goresgyn,43,welsh_transfer_ood
goresgyn,overcome,goresgyn,cy,4.136,high,668,periphrastic_future_3s,periphrastic,future,3s,3rd,singular,yn,False,bod,bydd,,goresgyn,,bydd|goresgyn,43,welsh_transfer_ood
goresgyn,overcome,goresgyn,cy,4.136,high,668,periphrastic_future_1p,periphrastic,future,1p,1st,plural,yn,False,bod,byddwn,,goresgyn,,byddwn|goresgyn,43,welsh_transfer_ood
goresgyn,overcome,goresgyn,cy,4.136,high,668,periphrastic_future_2p,periphrastic,future,2p,2nd,plural,yn,False,bod,byddwch,,goresgyn,,byddwch|goresgyn,43,welsh_transfer_ood
goresgyn,overcome,goresgyn,cy,4.136,high,668,periphrastic_future_3p,periphrastic,future,3p,3rd,plural,yn,False,bod,byddan,byddant,goresgyn,,byddan|byddant|goresgyn,43,welsh_transfer_ood
tagu,choke,tagu,cy,4.029,high,746,synthetic_present_1s,synthetic,present,1s,1st,singular,,False,,,,tagaf,,tagaf,43,welsh_transfer_ood
tagu,choke,tagu,cy,4.029,high,746,synthetic_present_2s,synthetic,present,2s,2nd,singular,,False,,,,tagi,,tagi,43,welsh_transfer_ood
tagu,choke,tagu,cy,4.029,high,746,synthetic_present_3s,synthetic,present,3s,3rd,singular,,False,,,,taga,,taga,43,welsh_transfer_ood
tagu,choke,tagu,cy,4.029,high,746,synthetic_present_1p,synthetic,present,1p,1st,plural,,False,,,,tagwn,,tagwn,43,welsh_transfer_ood
tagu,choke,tagu,cy,4.029,high,746,synthetic_present_2p,synthetic,present,2p,2nd,plural,,False,,,,tagwch,,tagwch,43,welsh_transfer_ood
tagu,choke,tagu,cy,4.029,high,746,synthetic_present_3p,synthetic,present,3p,3rd,plural,,False,,,,tagan,tagant,tagan|tagant,43,welsh_transfer_ood
tagu,choke,tagu,cy,4.029,high,746,synthetic_past_1s,synthetic,past,1s,1st,singular,,False,,,,tagais,,tagais,43,welsh_transfer_ood
tagu,choke,tagu,cy,4.029,high,746,synthetic_past_2s,synthetic,past,2s,2nd,singular,,False,,,,tagaist,,tagaist,43,welsh_transfer_ood
tagu,choke,tagu,cy,4.029,high,746,synthetic_past_3s,synthetic,past,3s,3rd,singular,,False,,,,tagodd,,tagodd,43,welsh_transfer_ood
tagu,choke,tagu,cy,4.029,high,746,synthetic_past_1p,synthetic,past,1p,1st,plural,,False,,,,tagon,tagasom|tagsom,tagon|tagasom|tagsom,43,welsh_transfer_ood
tagu,choke,tagu,cy,4.029,high,746,synthetic_past_2p,synthetic,past,2p,2nd,plural,,False,,,,tagoch,tagasoch|tagsoch,tagoch|tagasoch|tagsoch,43,welsh_transfer_ood
tagu,choke,tagu,cy,4.029,high,746,synthetic_past_3p,synthetic,past,3p,3rd,plural,,False,,,,tagon,tagasant|tagson,tagon|tagasant|tagson,43,welsh_transfer_ood
tagu,choke,tagu,cy,4.029,high,746,synthetic_imperfect_1s,synthetic,imperfect,1s,1st,singular,,False,,,,tagwn,,tagwn,43,welsh_transfer_ood
tagu,choke,tagu,cy,4.029,high,746,synthetic_imperfect_2s,synthetic,imperfect,2s,2nd,singular,,False,,,,taget,tagit,taget|tagit,43,welsh_transfer_ood
tagu,choke,tagu,cy,4.029,high,746,synthetic_imperfect_3s,synthetic,imperfect,3s,3rd,singular,,False,,,,tagai,,tagai,43,welsh_transfer_ood
tagu,choke,tagu,cy,4.029,high,746,synthetic_imperfect_1p,synthetic,imperfect,1p,1st,plural,,False,,,,tagem,,tagem,43,welsh_transfer_ood
tagu,choke,tagu,cy,4.029,high,746,synthetic_imperfect_2p,synthetic,imperfect,2p,2nd,plural,,False,,,,tagech,,tagech,43,welsh_transfer_ood
tagu,choke,tagu,cy,4.029,high,746,synthetic_imperfect_3p,synthetic,imperfect,3p,3rd,plural,,False,,,,tagent,,tagent,43,welsh_transfer_ood
tagu,choke,tagu,cy,4.029,high,746,periphrastic_present_1s,periphrastic,present,1s,1st,singular,yn,False,bod,rwyf,wyf|ydwyf|dw|ydw|rwy,tagu,,rwyf|wyf|ydwyf|dw|ydw|rwy|tagu,43,welsh_transfer_ood
tagu,choke,tagu,cy,4.029,high,746,periphrastic_present_2s,periphrastic,present,2s,2nd,singular,yn,False,bod,rwyt,wyt|ydwyt,tagu,,rwyt|wyt|ydwyt|tagu,43,welsh_transfer_ood
tagu,choke,tagu,cy,4.029,high,746,periphrastic_present_3s,periphrastic,present,3s,3rd,singular,yn,False,bod,mae,ydyw|yw|ydy|yn_dydy|ydi,tagu,,mae|ydyw|yw|ydy|yn_dydy|ydi|tagu,43,welsh_transfer_ood
tagu,choke,tagu,cy,4.029,high,746,periphrastic_present_1p,periphrastic,present,1p,1st,plural,yn,False,bod,rydym,ydym|ŷm|dan|ydan|yn_dydan,tagu,,rydym|ydym|ŷm|dan|ydan|yn_dydan|tagu,43,welsh_transfer_ood
tagu,choke,tagu,cy,4.029,high,746,periphrastic_present_2p,periphrastic,present,2p,2nd,plural,yn,False,bod,rydych,ych|ydych|dach|dych|ydach|yn_dydach,tagu,,rydych|ych|ydych|dach|dych|ydach|yn_dydach|tagu,43,welsh_transfer_ood
tagu,choke,tagu,cy,4.029,high,746,periphrastic_present_3p,periphrastic,present,3p,3rd,plural,yn,False,bod,maen,maent|rydyn|rydynt|ydynt|ŷnt|ydyn|yn_dydyn|dyn,tagu,,maen|maent|rydyn|rydynt|ydynt|ŷnt|ydyn|yn_dydyn|dyn|tagu,43,welsh_transfer_ood
tagu,choke,tagu,cy,4.029,high,746,periphrastic_past_1s,periphrastic,past,1s,1st,singular,,True,gwneud,gwnes,gwneuthum|gwnaes|gwnesaf,dagu,tagu,gwnes|gwneuthum|gwnaes|gwnesaf|dagu|tagu,43,welsh_transfer_ood
tagu,choke,tagu,cy,4.029,high,746,periphrastic_past_2s,periphrastic,past,2s,2nd,singular,,True,gwneud,gwnêst,gwnaethost|gwnest,dagu,tagu,gwnêst|gwnaethost|gwnest|dagu|tagu,43,welsh_transfer_ood
tagu,choke,tagu,cy,4.029,high,746,periphrastic_past_3s,periphrastic,past,3s,3rd,singular,,True,gwneud,nath,gwnaeth,dagu,tagu,nath|gwnaeth|dagu|tagu,43,welsh_transfer_ood
tagu,choke,tagu,cy,4.029,high,746,periphrastic_past_1p,periphrastic,past,1p,1st,plural,,True,gwneud,gwnaethom,,dagu,tagu,gwnaethom|dagu|tagu,43,welsh_transfer_ood
tagu,choke,tagu,cy,4.029,high,746,periphrastic_past_2p,periphrastic,past,2p,2nd,plural,,True,gwneud,gwnaethoch,gwnaesoch,dagu,tagu,gwnaethoch|gwnaesoch|dagu|tagu,43,welsh_transfer_ood
tagu,choke,tagu,cy,4.029,high,746,periphrastic_past_3p,periphrastic,past,3p,3rd,plural,,True,gwneud,gwnaethon,gwnaethant|naethon,dagu,tagu,gwnaethon|gwnaethant|naethon|dagu|tagu,43,welsh_transfer_ood
tagu,choke,tagu,cy,4.029,high,746,periphrastic_imperfect_1s,periphrastic,imperfect,1s,1st,singular,yn,False,bod,roeddwn,oeddwn|o'n|oeddaf|yn_doeddwn,tagu,,roeddwn|oeddwn|o'n|oeddaf|yn_doeddwn|tagu,43,welsh_transfer_ood
tagu,choke,tagu,cy,4.029,high,746,periphrastic_imperfect_2s,periphrastic,imperfect,2s,2nd,singular,yn,False,bod,oeddet,oeddit|roeddet|oedda|oedde,tagu,,oeddet|oeddit|roeddet|oedda|oedde|tagu,43,welsh_transfer_ood
tagu,choke,tagu,cy,4.029,high,746,periphrastic_imperfect_3s,periphrastic,imperfect,3s,3rd,singular,yn,False,bod,roedd,oedd|ydoedd|yn_doedd,tagu,,roedd|oedd|ydoedd|yn_doedd|tagu,43,welsh_transfer_ood
tagu,choke,tagu,cy,4.029,high,746,periphrastic_imperfect_1p,periphrastic,imperfect,1p,1st,plural,yn,False,bod,roeddem,oeddem|oeddan,tagu,,roeddem|oeddem|oeddan|tagu,43,welsh_transfer_ood
tagu,choke,tagu,cy,4.029,high,746,periphrastic_imperfect_2p,periphrastic,imperfect,2p,2nd,plural,yn,False,bod,roeddech,oeddech|yn_doeddech,tagu,,roeddech|oeddech|yn_doeddech|tagu,43,welsh_transfer_ood
tagu,choke,tagu,cy,4.029,high,746,periphrastic_imperfect_3p,periphrastic,imperfect,3p,3rd,plural,yn,False,bod,roedden,oeddent|oeddynt|yn_doedden,tagu,,roedden|oeddent|oeddynt|yn_doedden|tagu,43,welsh_transfer_ood
tagu,choke,tagu,cy,4.029,high,746,periphrastic_future_1s,periphrastic,future,1s,1st,singular,yn,False,bod,byddaf,bydda,tagu,,byddaf|bydda|tagu,43,welsh_transfer_ood
tagu,choke,tagu,cy,4.029,high,746,periphrastic_future_2s,periphrastic,future,2s,2nd,singular,yn,False,bod,byddi,,tagu,,byddi|tagu,43,welsh_transfer_ood
tagu,choke,tagu,cy,4.029,high,746,periphrastic_future_3s,periphrastic,future,3s,3rd,singular,yn,False,bod,bydd,,tagu,,bydd|tagu,43,welsh_transfer_ood
tagu,choke,tagu,cy,4.029,high,746,periphrastic_future_1p,periphrastic,future,1p,1st,plural,yn,False,bod,byddwn,,tagu,,byddwn|tagu,43,welsh_transfer_ood
tagu,choke,tagu,cy,4.029,high,746,periphrastic_future_2p,periphrastic,future,2p,2nd,plural,yn,False,bod,byddwch,,tagu,,byddwch|tagu,43,welsh_transfer_ood
tagu,choke,tagu,cy,4.029,high,746,periphrastic_future_3p,periphrastic,future,3p,3rd,plural,yn,False,bod,byddan,byddant,tagu,,byddan|byddant|tagu,43,welsh_transfer_ood
esblygu,explain,esblygu,cy,3.997,high,774,synthetic_present_1s,synthetic,present,1s,1st,singular,,False,,,,esblygaf,,esblygaf,43,welsh_transfer_ood
esblygu,explain,esblygu,cy,3.997,high,774,synthetic_present_2s,synthetic,present,2s,2nd,singular,,False,,,,esblygi,,esblygi,43,welsh_transfer_ood
esblygu,explain,esblygu,cy,3.997,high,774,synthetic_present_3s,synthetic,present,3s,3rd,singular,,False,,,,esblyga,,esblyga,43,welsh_transfer_ood
esblygu,explain,esblygu,cy,3.997,high,774,synthetic_present_1p,synthetic,present,1p,1st,plural,,False,,,,esblygwn,,esblygwn,43,welsh_transfer_ood
esblygu,explain,esblygu,cy,3.997,high,774,synthetic_present_2p,synthetic,present,2p,2nd,plural,,False,,,,esblygwch,,esblygwch,43,welsh_transfer_ood
esblygu,explain,esblygu,cy,3.997,high,774,synthetic_present_3p,synthetic,present,3p,3rd,plural,,False,,,,esblygan,esblygant,esblygan|esblygant,43,welsh_transfer_ood
esblygu,explain,esblygu,cy,3.997,high,774,synthetic_past_1s,synthetic,past,1s,1st,singular,,False,,,,esblygais,,esblygais,43,welsh_transfer_ood
esblygu,explain,esblygu,cy,3.997,high,774,synthetic_past_2s,synthetic,past,2s,2nd,singular,,False,,,,esblygaist,,esblygaist,43,welsh_transfer_ood
esblygu,explain,esblygu,cy,3.997,high,774,synthetic_past_3s,synthetic,past,3s,3rd,singular,,False,,,,esblygodd,,esblygodd,43,welsh_transfer_ood
esblygu,explain,esblygu,cy,3.997,high,774,synthetic_past_1p,synthetic,past,1p,1st,plural,,False,,,,esblygon,esblygasom|esblygsom,esblygon|esblygasom|esblygsom,43,welsh_transfer_ood
esblygu,explain,esblygu,cy,3.997,high,774,synthetic_past_2p,synthetic,past,2p,2nd,plural,,False,,,,esblygoch,esblygasoch|esblygsoch,esblygoch|esblygasoch|esblygsoch,43,welsh_transfer_ood
esblygu,explain,esblygu,cy,3.997,high,774,synthetic_past_3p,synthetic,past,3p,3rd,plural,,False,,,,esblygon,esblygasant|esblygson,esblygon|esblygasant|esblygson,43,welsh_transfer_ood
esblygu,explain,esblygu,cy,3.997,high,774,synthetic_imperfect_1s,synthetic,imperfect,1s,1st,singular,,False,,,,esblygwn,,esblygwn,43,welsh_transfer_ood
esblygu,explain,esblygu,cy,3.997,high,774,synthetic_imperfect_2s,synthetic,imperfect,2s,2nd,singular,,False,,,,esblyget,esblygit,esblyget|esblygit,43,welsh_transfer_ood
esblygu,explain,esblygu,cy,3.997,high,774,synthetic_imperfect_3s,synthetic,imperfect,3s,3rd,singular,,False,,,,esblygai,,esblygai,43,welsh_transfer_ood
esblygu,explain,esblygu,cy,3.997,high,774,synthetic_imperfect_1p,synthetic,imperfect,1p,1st,plural,,False,,,,esblygem,,esblygem,43,welsh_transfer_ood
esblygu,explain,esblygu,cy,3.997,high,774,synthetic_imperfect_2p,synthetic,imperfect,2p,2nd,plural,,False,,,,esblygech,,esblygech,43,welsh_transfer_ood
esblygu,explain,esblygu,cy,3.997,high,774,synthetic_imperfect_3p,synthetic,imperfect,3p,3rd,plural,,False,,,,esblygent,,esblygent,43,welsh_transfer_ood
esblygu,explain,esblygu,cy,3.997,high,774,periphrastic_present_1s,periphrastic,present,1s,1st,singular,yn,False,bod,rwyf,wyf|ydwyf|dw|ydw|rwy,esblygu,,rwyf|wyf|ydwyf|dw|ydw|rwy|esblygu,43,welsh_transfer_ood
esblygu,explain,esblygu,cy,3.997,high,774,periphrastic_present_2s,periphrastic,present,2s,2nd,singular,yn,False,bod,rwyt,wyt|ydwyt,esblygu,,rwyt|wyt|ydwyt|esblygu,43,welsh_transfer_ood
esblygu,explain,esblygu,cy,3.997,high,774,periphrastic_present_3s,periphrastic,present,3s,3rd,singular,yn,False,bod,mae,ydyw|yw|ydy|yn_dydy|ydi,esblygu,,mae|ydyw|yw|ydy|yn_dydy|ydi|esblygu,43,welsh_transfer_ood
esblygu,explain,esblygu,cy,3.997,high,774,periphrastic_present_1p,periphrastic,present,1p,1st,plural,yn,False,bod,rydym,ydym|ŷm|dan|ydan|yn_dydan,esblygu,,rydym|ydym|ŷm|dan|ydan|yn_dydan|esblygu,43,welsh_transfer_ood
esblygu,explain,esblygu,cy,3.997,high,774,periphrastic_present_2p,periphrastic,present,2p,2nd,plural,yn,False,bod,rydych,ych|ydych|dach|dych|ydach|yn_dydach,esblygu,,rydych|ych|ydych|dach|dych|ydach|yn_dydach|esblygu,43,welsh_transfer_ood
esblygu,explain,esblygu,cy,3.997,high,774,periphrastic_present_3p,periphrastic,present,3p,3rd,plural,yn,False,bod,maen,maent|rydyn|rydynt|ydynt|ŷnt|ydyn|yn_dydyn|dyn,esblygu,,maen|maent|rydyn|rydynt|ydynt|ŷnt|ydyn|yn_dydyn|dyn|esblygu,43,welsh_transfer_ood
esblygu,explain,esblygu,cy,3.997,high,774,periphrastic_past_1s,periphrastic,past,1s,1st,singular,,True,gwneud,gwnes,gwneuthum|gwnaes|gwnesaf,esblygu,,gwnes|gwneuthum|gwnaes|gwnesaf|esblygu,43,welsh_transfer_ood
esblygu,explain,esblygu,cy,3.997,high,774,periphrastic_past_2s,periphrastic,past,2s,2nd,singular,,True,gwneud,gwnêst,gwnaethost|gwnest,esblygu,,gwnêst|gwnaethost|gwnest|esblygu,43,welsh_transfer_ood
esblygu,explain,esblygu,cy,3.997,high,774,periphrastic_past_3s,periphrastic,past,3s,3rd,singular,,True,gwneud,nath,gwnaeth,esblygu,,nath|gwnaeth|esblygu,43,welsh_transfer_ood
esblygu,explain,esblygu,cy,3.997,high,774,periphrastic_past_1p,periphrastic,past,1p,1st,plural,,True,gwneud,gwnaethom,,esblygu,,gwnaethom|esblygu,43,welsh_transfer_ood
esblygu,explain,esblygu,cy,3.997,high,774,periphrastic_past_2p,periphrastic,past,2p,2nd,plural,,True,gwneud,gwnaethoch,gwnaesoch,esblygu,,gwnaethoch|gwnaesoch|esblygu,43,welsh_transfer_ood
